,CHR_PCODE,CHR_SYS_SAMPLE_CDE,CHR_SAMPLE_DEL_GRP,CHR_LAB_ANAL_METHOD_NAME,CHR_ANALYSIS_DATE,CHR_TEST_TYPE,CHR_LAB_MATRIX_CDE,CHR_DILUTION_FACTOR,CHR_PREP_METHOD,CHR_PREP_DATE,CHR_LAB_NAME_CDE,CHR_QC_LEVEL,CHR_LAB_SAMPLE_ID,CHR_SUBSAMPLE_AMT,CHR_SUBSAMPLE_AMT_UNIT,CHR_FINAL_VOLUME,CHR_FINAL_VOLUME_UNIT,CHR_CAS_RN,CHR_RESULT_VALUE,CHR_RESULT_TYPE_CDE,CHR_REPORTABLE_RESULT,CHR_DETECT_FLAG,CHR_QLFR_SRC,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_RESULT_COMMENT,CHR_QC_ORIG_CONC,CHR_QC_SPIKE_ADDED,CHR_QC_SPIKE_MEASURED,CHR_QC_SPIKE_RECOVERY,CHR_QC_DUP_ORIG_CONC,CHR_QC_DUP_SPIKE_ADDED,CHR_QC_DUP_SPIKE_MEASURED,CHR_QC_DUP_SPIKE_RECOVERY,CHR_QC_RPD,CHR_QC_SPIKE_LCL,CHR_QC_SPIKE_UCL,CHR_QC_RPD_CL,CHR_QC_SPIKE_STATUS,CHR_QC_DUP_SPIKE_STATUS,CHR_QC_RPD_STATUS
1213,71,13-SAW-18.4-10142020-WMS,R2009739,E200.7,10/20/2020 12:23,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-001S,10,mL,10,mL,7439-95-4,18000,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,17200,2000,18000,40,NA,NA,NA,NA,,70,130,NA,*,,NA
1214,21,13-SAW-18.4-10142020-WSD,R2009739,E200.7,10/20/2020 12:26,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-001SD,10,mL,10,mL,7440-70-2,54500,SC,Yes,Y,AE,0,NA,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,55800,2000,54500,-65,1,70,130,20,*,*,NA
1215,71,13-SAW-18.4-10142020-WSD,R2009739,E200.7,10/20/2020 12:26,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-001SD,10,mL,10,mL,7439-95-4,18100,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,17200,2000,18100,45,1,70,130,20,*,*,NA
1216,21,13-SAW-10.8-10142020-W,R2009739,E200.7,10/20/2020 12:35,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-002,10,mL,10,mL,7440-70-2,62300,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1217,71,13-SAW-10.8-10142020-W,R2009739,E200.7,10/20/2020 12:35,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-002,10,mL,10,mL,7439-95-4,21300,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1218,21,13-SAW-7.9-10142020-W,R2009739,E200.7,10/20/2020 12:38,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-003,10,mL,10,mL,7440-70-2,54400,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1219,71,13-SAW-7.9-10142020-W,R2009739,E200.7,10/20/2020 12:38,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-003,10,mL,10,mL,7439-95-4,19100,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1220,21,13-SAW-4.8-10142020-W,R2009739,E200.7,10/20/2020 12:41,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-004,10,mL,10,mL,7440-70-2,51600,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1221,71,13-SAW-4.8-10142020-W,R2009739,E200.7,10/20/2020 12:41,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-004,10,mL,10,mL,7439-95-4,18100,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1222,21,13-SAW-1.11-10142020-W,R2009739,E200.7,10/20/2020 12:44,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-005,10,mL,10,mL,7440-70-2,45300,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1223,71,13-SAW-1.11-10142020-W,R2009739,E200.7,10/20/2020 12:44,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-005,10,mL,10,mL,7439-95-4,15500,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1224,21,13-SAW-0.2-10142020-W,R2009739,E200.7,10/20/2020 12:47,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-006,10,mL,10,mL,7440-70-2,45500,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1225,71,13-SAW-0.2-10142020-W,R2009739,E200.7,10/20/2020 12:47,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-006,10,mL,10,mL,7439-95-4,15600,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1226,21,13-SAW-0.2-10142020-W-EB,R2009739,E200.7,10/20/2020 12:57,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-007,10,mL,10,mL,7440-70-2,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,110,110,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1227,71,13-SAW-0.2-10142020-W-EB,R2009739,E200.7,10/20/2020 12:57,initial,WS,1,SW3010A,10/19/2020 0:00,ALSRNY,quant,R2009739-007,10,mL,10,mL,7439-95-4,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,68,68,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
1712,6,13-SAW-4.8-05182021-W,R2104870,SM 2320 B,5/21/2021 12:20,initial,WS,1,,,ALSRNY,quant,R2104870-001,0,mL,NA,,ALK,158,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1713,98,13-SAW-4.8-05182021-W,R2104870,E350.1,5/29/2021 15:50,initial,WS,1,,,ALSRNY,quant,R2104870-001,10,mL,10,mL,7664-41-7,0.151,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1714,27,13-SAW-4.8-05182021-W,R2104870,E300.0,6/3/2021 17:54,initial,WS,30,,,ALSRNY,quant,R2104870-001,10,mL,10,mL,16887-00-6,215,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.3,NA,6,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1715,31,13-SAW-4.8-05182021-W,R2104870,SM10200H,5/28/2021 12:00,initial,WS,4,METHOD,5/19/2021 16:05,ALSRNY,quant,R2104870-001,1050,mL,1050,mL,479-61-8,5.87,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.15,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1716,66,13-SAW-4.8-05182021-W,R2104870,SM2340B,5/25/2021 20:24,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-001,0,mL,NA,,HARD,243,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1717,100,13-SAW-4.8-05182021-W,R2104870,Calculation,5/19/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2104870-001,0,mL,NA,,14797-55-8,0.83,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1718,101,13-SAW-4.8-05182021-W,R2104870,E353.2,5/26/2021 12:44,initial,WS,1,,,ALSRNY,quant,R2104870-001,10,mL,10,mL,NO3NO2N,0.862,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1719,102,13-SAW-4.8-05182021-W,R2104870,E353.2,5/19/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2104870-001,10,mL,10,mL,14797-65-0,0.032,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1720,103,13-SAW-4.8-05182021-W,R2104870,Calculation,5/25/2021 13:39,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-001,0,mL,NA,,7727-37-9,1.38,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1721,99,13-SAW-4.8-05182021-W,R2104870,E351.2,5/25/2021 13:39,initial,WS,1,METHOD,5/24/2021 16:55,ALSRNY,quant,R2104870-001,20,mL,20,mL,KN,0.52,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1722,121,13-SAW-4.8-05182021-W,R2104870,E365.1,5/24/2021 15:12,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-001,20,mL,20,mL,7723-14-0,0.0702,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1723,162,13-SAW-4.8-05182021-W,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-001,NA,,NA,,TURB,2.2,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1724,6,13-SAW-1.4-05182021-W,R2104870,SM 2320 B,5/21/2021 12:26,initial,WS,1,,,ALSRNY,quant,R2104870-002,0,mL,NA,,ALK,156,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1725,98,13-SAW-1.4-05182021-W,R2104870,E350.1,5/29/2021 15:51,initial,WS,1,,,ALSRNY,quant,R2104870-002,10,mL,10,mL,7664-41-7,0.104,TRG,Yes,Y,AE,0,Y,4/7/2022,J,estimated value due to Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1726,27,13-SAW-1.4-05182021-W,R2104870,E300.0,6/3/2021 18:01,initial,WS,30,,,ALSRNY,quant,R2104870-002,10,mL,10,mL,16887-00-6,222,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.3,NA,6,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1727,31,13-SAW-1.4-05182021-W,R2104870,SM10200H,5/28/2021 12:00,initial,WS,4,METHOD,5/19/2021 16:05,ALSRNY,quant,R2104870-002,1036,mL,1036,mL,479-61-8,2.94,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.15,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1728,66,13-SAW-1.4-05182021-W,R2104870,SM2340B,5/25/2021 20:40,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-002,0,mL,NA,,HARD,249,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1729,100,13-SAW-1.4-05182021-W,R2104870,Calculation,5/19/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2104870-002,0,mL,NA,,14797-55-8,0.97,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1730,101,13-SAW-1.4-05182021-W,R2104870,E353.2,5/26/2021 12:49,initial,WS,1,,,ALSRNY,quant,R2104870-002,10,mL,10,mL,NO3NO2N,0.999,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1731,102,13-SAW-1.4-05182021-W,R2104870,E353.2,5/19/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2104870-002,10,mL,10,mL,14797-65-0,0.029,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1732,103,13-SAW-1.4-05182021-W,R2104870,Calculation,5/25/2021 13:40,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-002,0,mL,NA,,7727-37-9,1.27,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1733,99,13-SAW-1.4-05182021-W,R2104870,E351.2,5/25/2021 13:40,initial,WS,1,METHOD,5/24/2021 16:55,ALSRNY,quant,R2104870-002,20,mL,20,mL,KN,0.27,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1734,121,13-SAW-1.4-05182021-W,R2104870,E365.1,5/24/2021 15:15,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-002,20,mL,20,mL,7723-14-0,0.0781,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1735,162,13-SAW-1.4-05182021-W,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-002,NA,,NA,,TURB,2.2,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1736,6,13-SAW-0.2-05182021-W,R2104870,SM 2320 B,5/21/2021 12:33,initial,WS,1,,,ALSRNY,quant,R2104870-003,0,mL,NA,,ALK,156,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1737,98,13-SAW-0.2-05182021-W,R2104870,E350.1,5/29/2021 15:54,initial,WS,1,,,ALSRNY,quant,R2104870-003,10,mL,10,mL,7664-41-7,0.089,TRG,Yes,Y,AE,0,Y,4/7/2022,J,estimated value due to Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1738,27,13-SAW-0.2-05182021-W,R2104870,E300.0,6/3/2021 18:08,initial,WS,30,,,ALSRNY,quant,R2104870-003,10,mL,10,mL,16887-00-6,220,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.3,NA,6,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1739,31,13-SAW-0.2-05182021-W,R2104870,SM10200H,5/28/2021 12:00,initial,WS,10,METHOD,5/19/2021 16:05,ALSRNY,quant,R2104870-003,1030,mL,1030,mL,479-61-8,5.48,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.39,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1740,66,13-SAW-0.2-05182021-W,R2104870,SM2340B,5/25/2021 20:43,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-003,0,mL,NA,,HARD,244,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1741,100,13-SAW-0.2-05182021-W,R2104870,Calculation,5/19/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2104870-003,0,mL,NA,,14797-55-8,1.02,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1742,101,13-SAW-0.2-05182021-W,R2104870,E353.2,5/26/2021 12:53,initial,WS,1,,,ALSRNY,quant,R2104870-003,10,mL,10,mL,NO3NO2N,1.04,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1743,102,13-SAW-0.2-05182021-W,R2104870,E353.2,5/19/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2104870-003,10,mL,10,mL,14797-65-0,0.027,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1744,103,13-SAW-0.2-05182021-W,R2104870,Calculation,5/25/2021 13:41,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-003,0,mL,NA,,7727-37-9,1.43,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1745,99,13-SAW-0.2-05182021-W,R2104870,E351.2,5/25/2021 13:41,initial,WS,1,METHOD,5/24/2021 16:55,ALSRNY,quant,R2104870-003,20,mL,20,mL,KN,0.39,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1746,121,13-SAW-0.2-05182021-W,R2104870,E365.1,5/24/2021 15:16,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-003,20,mL,20,mL,7723-14-0,0.0959,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1747,162,13-SAW-0.2-05182021-W,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-003,NA,,NA,,TURB,1.9,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1748,6,13-SAW-0.2-05182021-W-EB,R2104870,SM 2320 B,5/21/2021 12:37,initial,WS,1,,,ALSRNY,quant,R2104870-004,0,mL,NA,,ALK,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,1.8,1.8,2,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1749,98,13-SAW-0.2-05182021-W-EB,R2104870,E350.1,5/29/2021 15:55,initial,WS,1,,,ALSRNY,quant,R2104870-004,10,mL,10,mL,7664-41-7,0.014,TRG,Yes,Y,AE,0,NA,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1750,27,13-SAW-0.2-05182021-W-EB,R2104870,E300.0,6/2/2021 21:44,initial,WS,10,,,ALSRNY,quant,R2104870-004,10,mL,10,mL,16887-00-6,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.5,0.5,2,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1751,31,13-SAW-0.2-05182021-W-EB,R2104870,SM10200H,5/28/2021 12:00,initial,WS,1,METHOD,5/19/2021 16:05,ALSRNY,quant,R2104870-004,960,mL,960,mL,479-61-8,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.042,0.042,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1752,66,13-SAW-0.2-05182021-W-EB,R2104870,SM2340B,5/25/2021 20:46,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-004,0,mL,NA,,HARD,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,6.62,6.62,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1753,100,13-SAW-0.2-05182021-W-EB,R2104870,Calculation,5/19/2021 20:33,initial,WS,1,,,ALSRNY,quant,R2104870-004,0,mL,NA,,14797-55-8,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.01,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1754,101,13-SAW-0.2-05182021-W-EB,R2104870,E353.2,5/26/2021 12:54,initial,WS,1,,,ALSRNY,quant,R2104870-004,10,mL,10,mL,NO3NO2N,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.0015,0.0015,0.002,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1755,102,13-SAW-0.2-05182021-W-EB,R2104870,E353.2,5/19/2021 20:33,initial,WS,1,,,ALSRNY,quant,R2104870-004,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1756,103,13-SAW-0.2-05182021-W-EB,R2104870,Calculation,5/25/2021 13:42,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-004,0,mL,NA,,7727-37-9,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.1,0.1,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1757,99,13-SAW-0.2-05182021-W-EB,R2104870,E351.2,5/25/2021 13:42,initial,WS,1,METHOD,5/24/2021 16:55,ALSRNY,quant,R2104870-004,20,mL,20,mL,KN,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.1,0.1,0.1,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1758,121,13-SAW-0.2-05182021-W-EB,R2104870,E365.1,5/24/2021 15:17,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-004,20,mL,20,mL,7723-14-0,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.0036,0.0036,0.005,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1759,162,13-SAW-0.2-05182021-W-EB,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-004,NA,,NA,,TURB,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.06,0.06,1,ntu,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1760,6,13-SAW-18.4-05182021-W,R2104870,SM 2320 B,5/21/2021 12:43,initial,WS,1,,,ALSRNY,quant,R2104870-005,0,mL,NA,,ALK,112,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1761,98,13-SAW-18.4-05182021-W,R2104870,E350.1,5/29/2021 15:56,initial,WS,1,,,ALSRNY,quant,R2104870-005,10,mL,10,mL,7664-41-7,0.043,TRG,Yes,Y,AE,0,Y,4/7/2022,T,low confidence in value due to Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1762,27,13-SAW-18.4-05182021-W,R2104870,E300.0,6/3/2021 18:16,initial,WS,20,,,ALSRNY,quant,R2104870-005,10,mL,10,mL,16887-00-6,130,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1763,31,13-SAW-18.4-05182021-W,R2104870,SM10200H,5/28/2021 12:00,initial,WS,4,METHOD,5/19/2021 16:05,ALSRNY,quant,R2104870-005,1060,mL,1060,mL,479-61-8,1.84,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.15,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1764,66,13-SAW-18.4-05182021-W,R2104870,SM2340B,5/25/2021 20:55,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-005,0,mL,NA,,HARD,167,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1765,100,13-SAW-18.4-05182021-W,R2104870,Calculation,5/19/2021 20:33,initial,WS,1,,,ALSRNY,quant,R2104870-005,0,mL,NA,,14797-55-8,0.956,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1766,101,13-SAW-18.4-05182021-W,R2104870,E353.2,5/26/2021 12:55,initial,WS,1,,,ALSRNY,quant,R2104870-005,10,mL,10,mL,NO3NO2N,0.97,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1767,102,13-SAW-18.4-05182021-W,R2104870,E353.2,5/19/2021 20:33,initial,WS,1,,,ALSRNY,quant,R2104870-005,10,mL,10,mL,14797-65-0,0.014,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
1768,103,13-SAW-18.4-05182021-W,R2104870,Calculation,5/25/2021 13:43,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-005,0,mL,NA,,7727-37-9,1.33,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
