,CHR_PCODE,CHR_SYS_SAMPLE_CDE,CHR_SAMPLE_DEL_GRP,CHR_LAB_ANAL_METHOD_NAME,CHR_ANALYSIS_DATE,CHR_TEST_TYPE,CHR_LAB_MATRIX_CDE,CHR_DILUTION_FACTOR,CHR_PREP_METHOD,CHR_PREP_DATE,CHR_LAB_NAME_CDE,CHR_QC_LEVEL,CHR_LAB_SAMPLE_ID,CHR_SUBSAMPLE_AMT,CHR_SUBSAMPLE_AMT_UNIT,CHR_FINAL_VOLUME,CHR_FINAL_VOLUME_UNIT,CHR_CAS_RN,CHR_RESULT_VALUE,CHR_RESULT_TYPE_CDE,CHR_REPORTABLE_RESULT,CHR_DETECT_FLAG,CHR_QLFR_SRC,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_RESULT_COMMENT,CHR_QC_ORIG_CONC,CHR_QC_SPIKE_ADDED,CHR_QC_SPIKE_MEASURED,CHR_QC_SPIKE_RECOVERY,CHR_QC_DUP_ORIG_CONC,CHR_QC_DUP_SPIKE_ADDED,CHR_QC_DUP_SPIKE_MEASURED,CHR_QC_DUP_SPIKE_RECOVERY,CHR_QC_RPD,CHR_QC_SPIKE_LCL,CHR_QC_SPIKE_UCL,CHR_QC_RPD_CL,CHR_QC_SPIKE_STATUS,CHR_QC_DUP_SPIKE_STATUS,CHR_QC_RPD_STATUS
538,121,13-SAW-10.8-05182021-W,R2104870,E365.1,5/24/2021 15:19,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-006,20,mL,20,mL,7723-14-0,0.0546,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
539,162,13-SAW-10.8-05182021-W,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-006,NA,,NA,,TURB,1.5,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
540,6,13-SAW-7.9-05182021-W,R2104870,SM 2320 B,5/21/2021 12:56,initial,WS,1,,,ALSRNY,quant,R2104870-007,0,mL,NA,,ALK,160,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
541,98,13-SAW-7.9-05182021-W,R2104870,E350.1,5/29/2021 15:59,initial,WS,1,,,ALSRNY,quant,R2104870-007,10,mL,10,mL,7664-41-7,0.115,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
542,27,13-SAW-7.9-05182021-W,R2104870,E300.0,6/3/2021 19:08,initial,WS,30,,,ALSRNY,quant,R2104870-007,10,mL,10,mL,16887-00-6,201,TRG,Yes,Y,AE,0,N,NA,0,NA,1.3,NA,6,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
543,31,13-SAW-7.9-05182021-W,R2104870,SM10200H,5/28/2021 12:00,initial,WS,4,METHOD,5/19/2021 16:05,ALSRNY,quant,R2104870-007,1000,mL,1000,mL,479-61-8,2.23,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
544,66,13-SAW-7.9-05182021-W,R2104870,SM2340B,5/25/2021 21:01,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-007,0,mL,NA,,HARD,246,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
545,100,13-SAW-7.9-05182021-W,R2104870,Calculation,5/19/2021 20:34,initial,WS,1,,,ALSRNY,quant,R2104870-007,0,mL,NA,,14797-55-8,0.824,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
546,101,13-SAW-7.9-05182021-W,R2104870,E353.2,5/26/2021 13:01,initial,WS,1,,,ALSRNY,quant,R2104870-007,10,mL,10,mL,NO3NO2N,0.855,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
547,102,13-SAW-7.9-05182021-W,R2104870,E353.2,5/19/2021 20:34,initial,WS,1,,,ALSRNY,quant,R2104870-007,10,mL,10,mL,14797-65-0,0.031,TRG,Yes,Y,AE,0,N,NA,0,NA,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
548,103,13-SAW-7.9-05182021-W,R2104870,Calculation,5/25/2021 13:45,initial,WS,1,,5/24/2021 0:00,ALSRNY,quant,R2104870-007,0,mL,NA,,7727-37-9,1.42,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
549,99,13-SAW-7.9-05182021-W,R2104870,E351.2,5/25/2021 13:45,initial,WS,1,METHOD,5/24/2021 16:55,ALSRNY,quant,R2104870-007,20,mL,20,mL,KN,0.57,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
550,121,13-SAW-7.9-05182021-W,R2104870,E365.1,5/24/2021 15:21,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-007,20,mL,20,mL,7723-14-0,0.0569,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
551,162,13-SAW-7.9-05182021-W,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-007,NA,,NA,,TURB,1.9,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
552,162,13-SAW-18.4-05182021-WDUP,R2104870,E180.1,5/19/2021 20:28,initial,WS,1,,,ALSRNY,quant,R2104870-005DUP,NA,,NA,,TURB,1.1,TRG,Yes,Y,AE,0,NA,NA,0,NA,0.06,NA,1,ntu,,0,NA,NA,NA,0,NA,NA,NA,9,NA,NA,20,,NA,NA
553,101,13-SAW-4.8-05182021-WMS,R2104870,E353.2,5/26/2021 12:46,initial,WS,1,,,ALSRNY,quant,R2104870-001MS,10,mL,10,mL,NO3NO2N,1.29,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0015,NA,0.002,mg/l,,0.862,0.5,1.29,85,NA,NA,NA,NA,,75,125,20,,NA,NA
554,121,13-SAW-4.8-05182021-WMS,R2104870,E365.1,5/24/2021 15:13,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-001MS,20,mL,20,mL,7723-14-0,0.0991,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0036,NA,0.005,mg/l,,0.0702,0.025,0.0991,115,NA,NA,NA,NA,,75,125,20,,NA,NA
555,27,13-SAW-10.8-05182021-WMS,R2104870,E300.0,6/3/2021 18:53,initial,WS,30,,,ALSRNY,quant,R2104870-006MS,10,mL,10,mL,16887-00-6,249,SC,Yes,Y,AE,0,NA,NA,0,NA,1.3,NA,6,mg/l,,198,60,249,86,NA,NA,NA,NA,,75,125,20,,NA,NA
556,101,13-SAW-10.8-05182021-WMS,R2104870,E353.2,5/26/2021 12:58,initial,WS,1,,,ALSRNY,quant,R2104870-006MS,10,mL,10,mL,NO3NO2N,1.23,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0015,NA,0.002,mg/l,,0.799,0.5,1.23,85,NA,NA,NA,NA,,75,125,20,,NA,NA
557,101,13-SAW-4.8-05182021-WSD,R2104870,E353.2,5/26/2021 12:47,initial,WS,1,,,ALSRNY,quant,R2104870-001DMS,10,mL,10,mL,NO3NO2N,1.29,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,0.862,0.5,1.29,85,<1,75,125,20,,NA,NA
558,121,13-SAW-4.8-05182021-WSD,R2104870,E365.1,5/24/2021 15:14,initial,WS,1,METHOD,5/23/2021 15:33,ALSRNY,quant,R2104870-001DMS,20,mL,20,mL,7723-14-0,0.0978,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,0.0702,0.025,0.0978,110,1,75,125,20,,NA,NA
559,27,13-SAW-10.8-05182021-WSD,R2104870,E300.0,6/3/2021 19:00,initial,WS,30,,,ALSRNY,quant,R2104870-006DMS,10,mL,10,mL,16887-00-6,249,SC,Yes,Y,AE,0,NA,NA,0,NA,1.3,NA,6,mg/l,,NA,NA,NA,NA,198,60,249,86,<1,75,125,20,,NA,NA
560,101,13-SAW-10.8-05182021-WSD,R2104870,E353.2,5/26/2021 13:00,initial,WS,1,,,ALSRNY,quant,R2104870-006DMS,10,mL,10,mL,NO3NO2N,1.23,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,0.799,0.5,1.23,85,<1,75,125,20,,NA,NA
561,21,13-SAW-4.8-05182021-W,R2104870,E200.7,5/25/2021 20:24,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-001,10,mL,10,mL,7440-70-2,61200,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
562,71,13-SAW-4.8-05182021-W,R2104870,E200.7,5/25/2021 20:24,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-001,10,mL,10,mL,7439-95-4,21800,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
563,21,13-SAW-4.8-05182021-WMS,R2104870,E200.7,5/25/2021 20:27,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-001S,10,mL,10,mL,7440-70-2,62500,SC,Yes,Y,AE,0,NA,NA,0,NA,110,NA,1000,ug/l,,61200,2000,62500,65,NA,NA,NA,NA,,70,130,NA,*,NA,NA
564,71,13-SAW-4.8-05182021-WMS,R2104870,E200.7,5/25/2021 20:27,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-001S,10,mL,10,mL,7439-95-4,23600,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,21800,2000,23600,90,NA,NA,NA,NA,,70,130,NA,,NA,NA
565,21,13-SAW-4.8-05182021-WSD,R2104870,E200.7,5/25/2021 20:30,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-001SD,10,mL,10,mL,7440-70-2,62900,SC,Yes,Y,AE,0,NA,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,61200,2000,62900,85,1,70,130,20,,NA,NA
566,71,13-SAW-4.8-05182021-WSD,R2104870,E200.7,5/25/2021 20:30,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-001SD,10,mL,10,mL,7439-95-4,23900,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,21800,2000,23900,105,1,70,130,20,,NA,NA
567,21,13-SAW-1.4-05182021-W,R2104870,E200.7,5/25/2021 20:40,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-002,10,mL,10,mL,7440-70-2,62900,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
568,71,13-SAW-1.4-05182021-W,R2104870,E200.7,5/25/2021 20:40,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-002,10,mL,10,mL,7439-95-4,22200,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
569,21,13-SAW-0.2-05182021-W,R2104870,E200.7,5/25/2021 20:43,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-003,10,mL,10,mL,7440-70-2,61700,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
570,71,13-SAW-0.2-05182021-W,R2104870,E200.7,5/25/2021 20:43,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-003,10,mL,10,mL,7439-95-4,21800,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
571,21,13-SAW-0.2-05182021-W-EB,R2104870,E200.7,5/25/2021 20:46,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-004,10,mL,10,mL,7440-70-2,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,110,110,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
572,71,13-SAW-0.2-05182021-W-EB,R2104870,E200.7,5/25/2021 20:46,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-004,10,mL,10,mL,7439-95-4,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,68,68,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
573,21,13-SAW-18.4-05182021-W,R2104870,E200.7,5/25/2021 20:55,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-005,10,mL,10,mL,7440-70-2,44300,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
574,71,13-SAW-18.4-05182021-W,R2104870,E200.7,5/25/2021 20:55,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-005,10,mL,10,mL,7439-95-4,13600,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
575,21,13-SAW-10.8-05182021-W,R2104870,E200.7,5/25/2021 20:58,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-006,10,mL,10,mL,7440-70-2,64600,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
576,71,13-SAW-10.8-05182021-W,R2104870,E200.7,5/25/2021 20:58,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-006,10,mL,10,mL,7439-95-4,21800,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
577,21,13-SAW-7.9-05182021-W,R2104870,E200.7,5/25/2021 21:01,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-007,10,mL,10,mL,7440-70-2,62100,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
578,71,13-SAW-7.9-05182021-W,R2104870,E200.7,5/25/2021 21:01,initial,WS,1,SW3010A,5/24/2021 0:00,ALSRNY,quant,R2104870-007,10,mL,10,mL,7439-95-4,22000,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA
579,6,13-SAW-18.4-07062021-W,R2106713,SM 2320 B,7/12/2021 8:17,initial,WS,1,,,ALSRNY,quant,R2106713-001,0,mL,NA,,ALK,120,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
580,98,13-SAW-18.4-07062021-W,R2106713,E350.1,7/12/2021 21:40,initial,WS,1,,,ALSRNY,quant,R2106713-001,10,mL,10,mL,7664-41-7,0.024,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
581,27,13-SAW-18.4-07062021-W,R2106713,E300.0,7/12/2021 10:40,initial,WS,20,,,ALSRNY,quant,R2106713-001,10,mL,10,mL,16887-00-6,115,TRG,Yes,Y,AE,0,N,NA,0,NA,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
582,31,13-SAW-18.4-07062021-W,R2106713,SM10200H,7/20/2021 17:09,initial,WS,1,METHOD,7/7/2021 14:50,ALSRNY,quant,R2106713-001,1000,mL,1000,mL,479-61-8,1.19,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.04,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
583,66,13-SAW-18.4-07062021-W,R2106713,SM2340B,7/14/2021 20:48,initial,WS,1,,7/13/2021 0:00,ALSRNY,quant,R2106713-001,0,mL,NA,,HARD,164,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
584,100,13-SAW-18.4-07062021-W,R2106713,Calculation,7/8/2021 0:08,initial,WS,1,,,ALSRNY,quant,R2106713-001,0,mL,NA,,14797-55-8,0.663,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
585,101,13-SAW-18.4-07062021-W,R2106713,E353.2,7/8/2021 18:29,initial,WS,1,,,ALSRNY,quant,R2106713-001,10,mL,10,mL,NO3NO2N,0.663,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
586,102,13-SAW-18.4-07062021-W,R2106713,E353.2,7/8/2021 0:08,initial,WS,1,,,ALSRNY,quant,R2106713-001,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
587,103,13-SAW-18.4-07062021-W,R2106713,Calculation,7/16/2021 13:29,initial,WS,1,,7/15/2021 0:00,ALSRNY,quant,R2106713-001,0,mL,NA,,7727-37-9,1.1,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
588,99,13-SAW-18.4-07062021-W,R2106713,E351.2,7/16/2021 13:29,initial,WS,1,METHOD,7/15/2021 13:36,ALSRNY,quant,R2106713-001,20,mL,20,mL,KN,0.43,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
589,121,13-SAW-18.4-07062021-W,R2106713,E365.1,7/19/2021 22:01,initial,WS,1,METHOD,7/17/2021 15:16,ALSRNY,quant,R2106713-001,20,mL,20,mL,7723-14-0,0.0563,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
590,162,13-SAW-18.4-07062021-W,R2106713,E180.1,7/7/2021 13:15,initial,WS,1,,,ALSRNY,quant,R2106713-001,NA,,NA,,TURB,2.7,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
591,6,13-SAW-18.4-07062021-EB,R2106713,SM 2320 B,7/12/2021 8:28,initial,WS,1,,,ALSRNY,quant,R2106713-002,0,mL,NA,,ALK,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,1.8,1.8,2,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
592,98,13-SAW-18.4-07062021-EB,R2106713,E350.1,7/12/2021 21:44,initial,WS,1,,,ALSRNY,quant,R2106713-002,10,mL,10,mL,7664-41-7,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.003,0.003,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
593,27,13-SAW-18.4-07062021-EB,R2106713,E300.0,7/9/2021 23:56,initial,WS,10,,,ALSRNY,quant,R2106713-002,10,mL,10,mL,16887-00-6,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.5,0.5,2,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
594,31,13-SAW-18.4-07062021-EB,R2106713,SM10200H,7/20/2021 17:09,initial,WS,1,METHOD,7/7/2021 14:50,ALSRNY,quant,R2106713-002,1000,mL,1000,mL,479-61-8,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.04,0.04,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
595,66,13-SAW-18.4-07062021-EB,R2106713,SM2340B,7/14/2021 21:03,initial,WS,1,,7/13/2021 0:00,ALSRNY,quant,R2106713-002,0,mL,NA,,HARD,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,6.62,6.62,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
596,100,13-SAW-18.4-07062021-EB,R2106713,Calculation,7/8/2021 0:10,initial,WS,1,,,ALSRNY,quant,R2106713-002,0,mL,NA,,14797-55-8,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.01,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
597,101,13-SAW-18.4-07062021-EB,R2106713,E353.2,7/8/2021 18:36,initial,WS,1,,,ALSRNY,quant,R2106713-002,10,mL,10,mL,NO3NO2N,0.0036,TRG,Yes,Y,AE,0,NA,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
598,102,13-SAW-18.4-07062021-EB,R2106713,E353.2,7/8/2021 0:10,initial,WS,1,,,ALSRNY,quant,R2106713-002,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
599,103,13-SAW-18.4-07062021-EB,R2106713,Calculation,7/16/2021 13:32,initial,WS,1,,7/15/2021 0:00,ALSRNY,quant,R2106713-002,0,mL,NA,,7727-37-9,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.1,0.1,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
600,99,13-SAW-18.4-07062021-EB,R2106713,E351.2,7/16/2021 13:32,initial,WS,1,METHOD,7/15/2021 13:36,ALSRNY,quant,R2106713-002,20,mL,20,mL,KN,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.1,0.1,0.1,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
601,121,13-SAW-18.4-07062021-EB,R2106713,E365.1,7/19/2021 22:04,initial,WS,1,METHOD,7/17/2021 15:16,ALSRNY,quant,R2106713-002,20,mL,20,mL,7723-14-0,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.0036,0.0036,0.005,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
602,162,13-SAW-18.4-07062021-EB,R2106713,E180.1,7/7/2021 13:15,initial,WS,1,,,ALSRNY,quant,R2106713-002,NA,,NA,,TURB,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.06,0.06,1,ntu,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
603,6,13-SAW-10.8-07062021-W,R2106713,SM 2320 B,7/12/2021 8:35,initial,WS,1,,,ALSRNY,quant,R2106713-003,0,mL,NA,,ALK,130,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
604,98,13-SAW-10.8-07062021-W,R2106713,E350.1,7/12/2021 21:45,initial,WS,1,,,ALSRNY,quant,R2106713-003,10,mL,10,mL,7664-41-7,0.058,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
605,27,13-SAW-10.8-07062021-W,R2106713,E300.0,7/12/2021 10:59,initial,WS,20,,,ALSRNY,quant,R2106713-003,10,mL,10,mL,16887-00-6,166,TRG,Yes,Y,AE,0,N,NA,0,NA,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
606,31,13-SAW-10.8-07062021-W,R2106713,SM10200H,7/20/2021 17:09,initial,WS,4,METHOD,7/7/2021 14:50,ALSRNY,quant,R2106713-003,994,mL,994,mL,479-61-8,6.52,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
607,66,13-SAW-10.8-07062021-W,R2106713,SM2340B,7/14/2021 21:06,initial,WS,1,,7/13/2021 0:00,ALSRNY,quant,R2106713-003,0,mL,NA,,HARD,200,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
608,100,13-SAW-10.8-07062021-W,R2106713,Calculation,7/8/2021 0:10,initial,WS,1,,,ALSRNY,quant,R2106713-003,0,mL,NA,,14797-55-8,0.573,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
609,101,13-SAW-10.8-07062021-W,R2106713,E353.2,7/8/2021 18:37,initial,WS,1,,,ALSRNY,quant,R2106713-003,10,mL,10,mL,NO3NO2N,0.573,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
610,102,13-SAW-10.8-07062021-W,R2106713,E353.2,7/8/2021 0:10,initial,WS,1,,,ALSRNY,quant,R2106713-003,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
